angle,distance,intensity
72.15,6.389999866,74
72.326,6.369999886,75
72.502,6.355999947,74
72.678,6.369999886,73
72.854,6.357999802,75
73.03,6.340000153,74
73.206,6.337999821,74
73.382,6.337999821,72
73.558,6.320000172,74
73.734,6.323999882,75
73.91,6.322000027,75
74.086,6.297999859,74
74.262,6.302000046,74
74.438,6.302000046,73
74.614,6.291999817,76
74.79,6.28000021,75
74.966,6.28399992,76
75.142,6.277999878,73
75.318,6.271999836,75
75.494,6.262000084,74
75.67,6.263999939,74
75.846,6.230000019,74
76.022,6.245999813,75
76.198,6.245999813,73
76.374,6.237999916,75
76.55,6.230000019,74
76.726,6.231999874,74
76.902,6.21600008,74
77.078,6.21999979,74
77.254,6.222000122,73
77.43,6.197999954,69
77.606,6.217999935,64
77.782,6.306000233,61
77.958,6.394000053,59
78.134,6.486000061,58
78.31,6.578000069,58
78.486,6.676000118,58
78.662,6.762000084,58
78.838,6.872000217,57
79.014,6.972000122,56
79.19,7.076000214,57
79.366,7.177999973,55
79.542,7.289999962,56
79.718,7.40199995,54
79.894,7.53000021,54
80.07,7.653999805,54
80.246,7.788000107,54
80.422,7.900000095,54
80.598,8.026000023,52
80.774,8.184000015,53
80.95,8.312000275,52
81.126,8.446000099,51
81.302,8.607999802,50
81.478,8.776000023,48
81.654,8.930000305,45
81.83,9.07199955,45
82.006,9.065999985,46
82.182,8.81400013,44
82.358,inf,0
82.534,inf,0
82.71,inf,0
82.886,inf,0
83.062,inf,0
83.238,inf,0
83.414,inf,0
83.59,11.34599972,30
83.766,11.58199978,32
83.942,11.92399979,28
84.118,12.22399998,22
84.294,12.66600037,35
84.47,13.00399971,49
84.646,13.20600033,50
84.822,13.25399971,55
84.998,13.26599979,56
85.174,13.25800037,56
85.35,13.26599979,56
85.526,13.29399967,56
85.702,13.34000015,55
85.878,13.35999966,54
86.054,13.33199978,50
86.23,inf,0
86.406,inf,0
86.582,inf,0
86.758,inf,0
86.934,inf,0
87.11,inf,0
87.286,inf,0
87.462,inf,0
87.638,13.51000023,0
87.814,13.40200043,0
87.99,13.38199997,0
88.166,13.34599972,0
88.342,13.36200047,0
88.518,13.35999966,15
88.694,13.34599972,29
88.87,13.3380003,43
89.046,13.31599998,56
89.222,13.31400013,58
89.398,13.31400013,58
89.574,13.3039999,59
89.75,13.31400013,58
89.926,13.31799984,47
90.102,13.32999992,27
90.278,13.34200001,44
90.454,13.35000038,63
90.63,13.37199974,74
90.806,13.36999989,132
90.982,inf,0
91.158,inf,0
91.334,11.2159996,164
91.51,11.21800041,103
91.686,inf,0
91.862,inf,0
92.038,9.333999634,0
92.214,9.137999535,0
92.39,8.979999542,0
92.566,9.013999939,0
92.742,8.876000404,0
92.918,inf,0
93.094,inf,0
93.27,inf,0
93.446,inf,0
93.622,9.371999741,63
93.798,9.324000359,62
93.974,9.166000366,59
94.15,9.005999565,40
94.326,8.970000267,39
94.502,8.925999641,38
94.678,8.918000221,40
94.854,8.907999992,44
95.03,8.904000282,48
95.206,8.894000053,51
95.382,8.873999596,50
95.558,8.845999718,44
95.734,inf,0
95.91,inf,0
96.086,inf,0
96.262,inf,0
96.438,inf,0
96.614,inf,0
96.79,inf,0
96.966,inf,0
97.142,inf,0
97.318,inf,0
97.494,inf,0
97.67,inf,0
97.846,8.61400032,41
98.022,8.592000008,45
98.198,inf,0
98.374,inf,0
98.55,inf,0
98.726,inf,0
98.902,inf,0
99.078,8.802000046,26
99.254,8.776000023,30
99.43,8.776000023,27
99.606,8.736000061,29
99.782,8.694000244,35
99.958,8.661999702,36
100.134,8.673999786,39
100.31,8.718000412,33
100.486,inf,0
100.662,inf,0
100.838,inf,0
101.014,inf,0
101.19,inf,0
101.366,9.538000107,64
101.542,9.550000191,63
101.718,9.548000336,63
101.894,9.56000042,60
102.07,9.555999756,57
102.246,9.576000214,60
102.422,9.588000298,62
102.598,9.597999573,61
102.774,9.600000381,61
102.95,9.600000381,61
103.126,9.597999573,61
103.302,9.619999886,62
103.478,9.616000175,62
103.654,9.633999825,61
103.83,9.628000259,60
104.006,9.647999763,61
104.182,9.652000427,61
104.358,9.654000282,61
104.534,9.666000366,61
104.71,9.663999557,61
104.886,9.68200016,59
105.062,9.68200016,60
105.238,9.684000015,60
105.414,9.711999893,60
105.59,9.708000183,60
105.766,9.711999893,60
105.942,9.727999687,60
106.118,9.741999626,60
106.294,9.729999542,61
106.47,9.755999565,60
106.646,9.755999565,60
106.822,9.762000084,60
106.998,9.763999939,60
107.174,9.795999527,61
107.35,9.789999962,60
107.526,9.798000336,61
107.702,9.807999611,61
107.878,9.824000359,61
108.054,9.826000214,59
108.23,9.831999779,59
108.406,9.845999718,59
108.582,9.855999947,60
108.758,9.855999947,60
108.934,9.881999969,60
109.11,9.878000259,59
109.286,9.899999619,61
109.462,9.911999702,62
109.638,9.911999702,60
109.814,9.920000076,60
109.99,9.93200016,59
110.166,9.934000015,60
110.342,9.944000244,58
110.518,9.968000412,60
110.694,9.965999603,59
110.87,9.973999977,59
111.046,9.994000435,58
111.222,10.00399971,59
111.398,10.02200031,59
111.574,10.03999996,59
111.75,10.04199982,58
111.926,10.05799961,59
112.102,10.06000042,60
112.278,10.07999992,59
112.454,10.09599972,60
112.63,10.1079998,60
112.806,10.11200047,59
112.982,10.13399982,58
113.158,10.1420002,56
113.334,10.13399982,54
113.51,10.05799961,43
113.686,9.934000015,39
113.862,9.871999741,38
114.038,9.82199955,40
114.214,9.798000336,40
114.39,9.795999527,34
114.566,9.866000175,29
114.742,10.21199989,31
114.918,10.25599957,43
115.094,10.28199959,53
115.27,10.29199982,57
115.446,10.31200027,57
115.622,10.32400036,56
115.798,10.33199978,55
115.974,10.36999989,56
116.15,10.36999989,56
116.326,10.38199997,56
116.502,10.4119997,56
116.678,10.42199993,55
116.854,10.42399979,56
117.03,10.4460001,56
117.206,10.47200012,55
117.382,10.47200012,52
117.558,10.47599983,38
117.734,inf,0
117.91,inf,0
118.086,inf,0
118.262,inf,0
118.438,4.323999882,59
118.614,4.323999882,70
118.79,4.285999775,71
118.966,4.269999981,70
119.142,4.254000187,71
119.318,4.223999977,69
119.494,4.203999996,71
119.67,4.165999889,70
119.846,4.164000034,72
120.022,4.15199995,71
120.198,4.113999844,71
120.374,4.087999821,71
120.55,4.061999798,69
120.726,4.047999859,71
120.902,4.026000023,70
121.078,4.010000229,72
121.254,3.992000103,72
121.43,3.971999884,71
121.606,3.947999954,71
121.782,3.934000015,72
121.958,3.898000002,71
122.134,3.89199996,71
122.31,3.875999928,72
122.486,3.845999956,72
122.662,3.84800005,72
122.838,3.802000046,72
123.014,3.798000097,74
123.19,3.776000023,72
123.366,3.779999971,72
123.542,3.747999907,73
123.718,3.71600008,73
123.894,3.711999893,74
124.07,3.687999964,73
124.246,3.654000044,72
124.422,3.640000105,72
124.598,3.644000053,74
124.774,3.615999937,73
124.95,3.60800004,74
125.126,3.589999914,73
125.302,3.563999891,74
125.478,3.559999943,73
125.654,3.549999952,74
125.83,3.522000074,74
126.006,3.516000032,75
126.182,3.497999907,75
126.358,3.480000019,75
126.534,3.463999987,76
126.71,3.460000038,75
126.886,3.426000118,75
127.062,3.411999941,76
127.238,3.410000086,76
127.414,3.39199996,75
127.59,3.385999918,76
127.766,3.368000031,78
127.942,3.354000092,77
128.118,3.342000008,78
128.294,3.318000078,78
128.47,3.315999985,77
128.646,3.296000004,79
128.822,3.288000107,78
128.998,3.278000116,78
129.174,3.246000051,77
129.35,3.237999916,76
129.526,3.233999968,75
129.702,3.217999935,74
129.878,3.20600009,75
130.054,3.184000015,76
130.23,3.177999973,80
130.406,3.174000025,81
130.582,3.165999889,82
130.758,3.15199995,82
130.934,3.144000053,82
131.11,3.135999918,82
131.286,3.118000031,82
131.462,3.104000092,82
131.638,3.105999947,83
131.814,3.089999914,83
131.99,3.084000111,82
132.166,3.073999882,82
132.342,3.059999943,82
132.518,3.058000088,83
132.694,3.04399991,82
132.87,3.029999971,83
133.046,3.026000023,83
133.222,3.006000042,83
133.398,3.003999949,83
133.574,2.980000019,83
133.75,2.977999926,84
133.926,2.961999893,83
134.102,2.951999903,84
134.278,2.951999903,84
134.454,2.944000006,84
134.63,2.921999931,84
